scientificName,decimalLatitude,decimalLongitude,date_year,depth,country,basisOfRecord,datasetName
Orcinus orca,36.801292,-121.814193,2023.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,36.694369,-121.867218,2018.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,36.001,-5.446,2018.0,0.0,,HumanObservation,"Cetacean monitoring data collected along fixed transect using ferries as platforms in the Strait of Gibraltar, 2018, FLT Med Network"
Orcinus orca,58.64535,-3.024417,2018.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,58.837867,-2.885533,2011.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,57.702967,-2.115567,2023.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,58.440709,-134.961548,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,60.652797,-1.050878,2023.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,69.12,13.47,2008.0,,,HumanObservation,
Orcinus orca,-64.369719,-62.922143,2024.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,36.809138,-121.805362,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,60.056737,-1.195827,2006.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,60.150167,-1.1255,2021.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,58.376085,-135.00904,2021.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,40.27698,-69.2836,2022.0,,,HumanObservation,NEFSC Right Whale Aerial Survey
Orcinus orca,38.261,-28.2604,2017.0,0.0,,HumanObservation,MONICET
Orcinus orca,55.242829,-131.444041,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,57.423467,-6.788267,2013.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,-38.8,77.6,2016.0,697.1666667,,HumanObservation,
Orcinus orca,58.436017,-134.901565,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,55.333333,-5.333333,2000.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,49.49289,-123.455628,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,69.12,14.03,2000.0,,,HumanObservation,
Orcinus orca,48.651571,-123.548588,2021.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-45.3167,144.5,1982.0,,,HumanObservation,
Orcinus orca,48.273475,-123.498344,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,36.722435,-121.98534,2021.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,48.71941,-122.817612,2020.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,60.78,-1.0425,2009.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,59.54285,-1.657633,2012.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,57.981915,-134.906616,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,54.94879,166.1276,2009.0,,,HumanObservation,Land-based observations of cetaceans in the waters of Beringa Island in 2007-2009
Orcinus orca,57.040417,-7.348167,2015.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,59.92,3.33,2002.0,,,HumanObservation,
Orcinus orca,50.0659,-125.2358,2017.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,16.2103,-61.829,2006.0,,,HumanObservation,Killer whales of the Caribbean Sea 1866-2012
Orcinus orca,61.6172,-5.6843,1997.0,,,HumanObservation,European Seabirds At Sea (ESAS)
Orcinus orca,67.57,13.42,2002.0,,,HumanObservation,
Orcinus orca,58.363867,-134.73959,2021.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,54.836573,-1.311658,2006.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,60.537233,-0.993983,2017.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,60.48,2.37,2001.0,,,HumanObservation,
Orcinus orca,68.25,14.7,1982.0,,,HumanObservation,
Orcinus orca,49.692037,-127.518311,2011.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,48.434895,-123.073997,2012.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,59.8499,-1.276067,2019.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,58.41397,-134.979892,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,58.8472,-2.98575,2020.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,58.126008,-135.480721,2023.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,33.832031,-118.473129,2023.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,69.15,16.1,2010.0,,,HumanObservation,
Orcinus orca,-63.946308,-61.389023,2025.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,70.65,21.47,1985.0,,,HumanObservation,
Orcinus orca,59.785833,-1.414167,2009.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,59.7,3.83,1998.0,,,HumanObservation,
Orcinus orca,59.791333,-1.3305,2019.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,59.701013,-149.506034,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,59.832905,-149.38164,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,32.545517,-16.669767,2025.0,,,HumanObservation,Happywhale - Killer whale in North Atlantic Ocean
Orcinus orca,64.77,11.03,2013.0,,,HumanObservation,
Orcinus orca,60.37,5.17,2011.0,,,HumanObservation,
Orcinus orca,36.83,-122.015,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-64.378272,-63.011548,2020.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,61.3329,-1.3774,1996.0,,,HumanObservation,European Seabirds At Sea (ESAS)
Orcinus orca,34.098923,-119.285088,2023.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,57.8,-8.533333,1983.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,56.5,-6.533333,2001.0,,,HumanObservation,Hebridean Dolphin and Whale Trust killer whale sightings 1990-2006
Orcinus orca,23.74,-109.43,1995.0,,,HumanObservation,"SWFSC Marine Mammal Survey, CADDIS 1995, Cruise 1601"
Orcinus orca,48.715742,-123.06233,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,60.562167,-1.292667,2010.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,58.422183,-3.0548,2022.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,30.2227,-76.2256,2021.0,3199.188,,MaterialSample,
Orcinus orca,60.162667,-1.145333,2018.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,57.697909,-2.005694,2024.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,59.1,3.75,2014.0,,,HumanObservation,
Orcinus orca,60.436167,-0.822833,2020.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,-41.6,144.4,2014.0,498.25,,HumanObservation,
Orcinus orca,16.1333,-61.9,1998.0,,,HumanObservation,Killer whales of the Caribbean Sea 1866-2012
Orcinus orca,33.547833,-117.86024,2016.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,71.710253,-74.725342,2018.0,,,HumanObservation,Happywhale - Killer whale in Arctic Ocean
Orcinus orca,59.364367,-2.445517,2008.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,22.4845,-109.573,2020.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,57.5,-1.783333,1983.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,60.6165,-1.267667,2011.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,58.638563,-3.02696,2022.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,60.466333,-1.3155,2021.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,69.8,18.5,2014.0,,,HumanObservation,
Orcinus orca,36.7617,-121.907,2022.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,36.818767,-122.022452,2023.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,58.439385,-135.046378,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,59.177358,-150.937514,2022.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,58.433818,-134.963683,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,60.0085,-1.194833,2019.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,-64.660758,-62.880705,2025.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,10.9833,-71.6,1979.0,,,HumanObservation,Killer whales of the Caribbean Sea 1866-2012
Orcinus orca,37.61591667,-25.82725,2014.0,0.0,Portugal,HumanObservation,Whale-Watching cetacean occurrences by Futurismo Azores Adventures from 2008 to 2018 off São Miguel (Azores)
Orcinus orca,60.91948,-3.03213,1996.0,,,HumanObservation,JNCC seabird distribution and abundance data (all trips) from ESAS database
Orcinus orca,-65.17,-64.37,1980.0,,,HumanObservation,UK Royal Navy Marine Mammal Observations
Orcinus orca,33.474377,-117.799752,2017.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,69.93,16.42,2005.0,,,HumanObservation,
Orcinus orca,58.888,-2.904,2009.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,-64.265224,-62.980798,2020.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,33.3125,-122.6875,1996.0,,,HumanObservation,"SWFSC Marine Mammal Survey, ORCAWALE 1996, Cruise 1604"
Orcinus orca,37.71889167,-25.75871667,2013.0,0.0,Portugal,HumanObservation,Whale-Watching cetacean occurrences by Futurismo Azores Adventures from 2008 to 2018 off São Miguel (Azores)
Orcinus orca,6.93532,-52.280197,2017.0,,,HumanObservation,Observatoire Pelagis aerial surveys 2002-2021
Orcinus orca,-37.7,77.7,2016.0,355.4090909,,HumanObservation,
Orcinus orca,48.979167,-123.572517,2012.0,,Canada,HumanObservation,British Columbia Cetacean Sightings Network Observations
Orcinus orca,-37.684,77.792,2003.0,,,HumanObservation,SIO Marine Bird and Mammal Survey 2003
Orcinus orca,-64.819683,-63.565613,2024.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,67.12,-56.33,1983.0,,,HumanObservation,
Orcinus orca,68.13,11.12,1992.0,,,HumanObservation,
Orcinus orca,68.2456,15.4881,2006.0,,,HumanObservation,European Seabirds At Sea (ESAS)
Orcinus orca,59.0625,-3.408333,2009.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,58.646333,-3.070833,2009.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,-67.298803,-67.851551,2024.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,-43.9,147.7,2014.0,500.0714286,,HumanObservation,
Orcinus orca,57.1218,-135.4863,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,58.7915,1.346,1988.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,56.766667,-6.58,2002.0,,,HumanObservation,Hebridean Dolphin and Whale Trust killer whale sightings 1990-2006
Orcinus orca,71.83,10.33,2011.0,,,HumanObservation,
Orcinus orca,-16.0515,-145.6585,2013.0,,,HumanObservation,Happywhale - Killer whale in South Pacific Ocean
Orcinus orca,57.033333,-6.15,2001.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,57.127788,-134.732825,2023.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,48.866517,-123.311667,2012.0,,Canada,HumanObservation,British Columbia Cetacean Sightings Network Observations
Orcinus orca,70.53,30.73,2001.0,,,HumanObservation,
Orcinus orca,68.48,16.12,2005.0,,,HumanObservation,
Orcinus orca,60.42,2.48,2006.0,,,HumanObservation,
Orcinus orca,59.89,-149.46,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,54.823333,-5.52,2010.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,60.1475,-146.4995,2004.0,,,HumanObservation,Lamont-Doherty/LGL/NSF cruises
Orcinus orca,68.22,16.13,1999.0,,,HumanObservation,
Orcinus orca,58.088404,-136.166868,2021.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,59.899859,-149.442309,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-44.0,147.4,2011.0,447.7142857,,HumanObservation,
Orcinus orca,58.537965,-135.045587,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,33.543639,-117.945786,2023.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,67.9,12.28,2003.0,,,HumanObservation,
Orcinus orca,-38.8,77.6,2015.0,322.4545455,,HumanObservation,
Orcinus orca,-64.881898,-63.25801,2017.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,68.98,11.82,1997.0,,,HumanObservation,
Orcinus orca,59.795434,-149.590874,2022.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,58.237,-7.068,2023.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,48.883982,-123.297226,2022.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,58.13352,-134.123598,2021.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,48.868383,-123.3083,2013.0,,Canada,HumanObservation,British Columbia Cetacean Sightings Network Observations
Orcinus orca,56.26,-9.16,2007.0,,,HumanObservation,CODA cetacean sightings on tracker platform of vessel surveys 2007
Orcinus orca,59.5308,-151.6793,2017.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,41.1125,-124.6542,1980.0,,,HumanObservation,MMS High Altitude Survey 1980-1983
Orcinus orca,59.64,-149.64,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-64.85,-62.9,2007.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,60.1751,-1.451,2023.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,33.357397,-117.65846,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,60.28,2.25,2006.0,,,HumanObservation,
Orcinus orca,57.0487,-133.32,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-59.63202,-64.200883,2022.0,,,HumanObservation,Happywhale - Killer whale in South Atlantic Ocean
Orcinus orca,58.3405,-3.155,2023.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,63.17,6.07,1985.0,,,HumanObservation,
Orcinus orca,54.95627,166.1211,2009.0,,,HumanObservation,Land-based observations of cetaceans in the waters of Beringa Island in 2007-2009
Orcinus orca,58.001567,-5.368617,2012.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,56.877213,-146.632565,2013.0,,,HumanObservation,GOALS Vessel Surveys June - July 2013
Orcinus orca,58.481,-6.195667,2010.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,58.407817,-135.016514,2019.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,48.8981,-123.3027,2019.0,,Canada,HumanObservation,British Columbia Cetacean Sightings Network Observations
Orcinus orca,48.481389,-123.109244,2019.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-31.0666999817,58.8333015442,1974.0,,,HumanObservation,
Orcinus orca,72.6167,-74.8167,1978.0,,,HumanObservation,PIROP Northwest Atlantic 1965-1992
Orcinus orca,60.560833,-1.0115,2018.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,-32.37,133.85,2000.0,,Australia,HumanObservation,
Orcinus orca,60.702423,-1.001425,2007.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,-64.74672,-63.038727,2015.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,56.67154,-132.935034,2023.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,57.7251,-3.2866,2021.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,58.63,3.63,1996.0,,,HumanObservation,
Orcinus orca,-60.4,-60.95,1982.0,,,HumanObservation,UK Royal Navy Marine Mammal Observations
Orcinus orca,-64.622289,-62.855735,2025.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,60.48,2.65,2006.0,,,HumanObservation,
Orcinus orca,-64.0,-55.0,2007.0,,,HumanObservation,
Orcinus orca,58.646667,-3.066667,2013.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,60.673,-0.926667,2019.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,-33.793856,18.386307,2023.0,,,HumanObservation,Happywhale - Killer whale in South Atlantic Ocean
Orcinus orca,-51.63885,-57.709283,2020.0,,,HumanObservation,Happywhale - Killer whale in South Atlantic Ocean
