scientificName,decimalLatitude,decimalLongitude,date_year,depth,country,basisOfRecord,datasetName
Orcinus orca,64.10796,-22.96287,2006.0,,,HumanObservation,Visual sightings from Song of the Whale 1993-2013
Orcinus orca,54.96936,166.126,2008.0,,,HumanObservation,Land-based observations of cetaceans in the waters of Beringa Island in 2007-2009
Orcinus orca,58.395997,-134.81318,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-54.276875,-35.160598,2019.0,,,HumanObservation,Happywhale - Killer whale in South Atlantic Ocean
Orcinus orca,59.3918,-2.377033,2022.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,-63.967967,-60.968232,2025.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,36.805863,-121.86853,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,71.03,22.7,1995.0,,,HumanObservation,
Orcinus orca,48.4904,-125.0038,2021.0,1.0,,MachineObservation,
Orcinus orca,70.97,16.33,2013.0,,,HumanObservation,
Orcinus orca,58.531723,-135.060025,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-64.863962,-62.880249,2010.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,67.27,13.17,2003.0,,,HumanObservation,
Orcinus orca,-54.5296,158.9421,1997.0,,Australia,HumanObservation,
Orcinus orca,59.629998,-149.616787,2021.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-54.717,158.8578,1995.0,,Australia,HumanObservation,
Orcinus orca,36.804765,-121.891095,2021.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,58.457142,-134.84094,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,58.299517,-135.7958,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,56.863848,-132.932296,2021.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,54.96589,166.1007,2007.0,,,HumanObservation,Land-based observations of cetaceans in the waters of Beringa Island in 2007-2009
Orcinus orca,-64.85,-63.23,2002.0,,,HumanObservation,UK Royal Navy Marine Mammal Observations
Orcinus orca,58.413709,-134.762034,2023.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,60.664617,-0.952167,2016.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,58.220765,-135.51443,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,59.657483,-149.896901,2022.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,63.333877,-20.371399,2024.0,,,HumanObservation,Happywhale - Killer whale in North Atlantic Ocean
Orcinus orca,60.418333,-1.187,2021.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,-38.5294,145.1031,2004.0,,Australia,HumanObservation,
Orcinus orca,-63.749179,-57.181641,2019.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,33.718575,-118.44429,2012.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,56.755017,-132.619317,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,48.867167,-123.391833,2014.0,,Canada,HumanObservation,British Columbia Cetacean Sightings Network Observations
Orcinus orca,50.916667,0.8,1977.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,44.715167,-125.532167,2008.0,,,HumanObservation,"SWFSC Marine Mammal Survey, ORCAWALE 2008, Cruise 1635"
Orcinus orca,-62.666408,-63.506882,2025.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,-67.285024,-67.807683,2025.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,-38.4,148.6,2013.0,424.0,,HumanObservation,
Orcinus orca,67.93,11.52,1995.0,,,HumanObservation,
Orcinus orca,58.36071,-134.754755,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,58.178069,-135.302811,2023.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,58.360559,-134.860559,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,68.32,15.9,1999.0,,,HumanObservation,
Orcinus orca,54.97047,166.1125,2009.0,,,HumanObservation,Land-based observations of cetaceans in the waters of Beringa Island in 2007-2009
Orcinus orca,50.090938,-124.752159,2019.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,58.74955,-2.971083,2015.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,36.718505,-121.936282,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,60.485667,-1.558833,2009.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,70.0,15.0,2004.0,,,HumanObservation,
Orcinus orca,58.387553,-134.7892,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,57.357723,-134.763794,2022.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,50.510493,-126.392183,2003.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,60.3,-1.558833,2018.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,69.23,13.02,2007.0,,,HumanObservation,
Orcinus orca,32.885552,-117.331924,2023.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,58.439741,-134.956741,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,36.795,-121.9717,2023.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-44.72,-27.28,1998.0,,,HumanObservation,UK Royal Navy Marine Mammal Observations
Orcinus orca,58.367138,-134.858462,2023.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,48.221871,-122.991943,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,58.86115,-3.070617,2014.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,59.553982,-151.567297,2020.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,70.096925,21.008843,2022.0,,,HumanObservation,Happywhale - Killer whale in North Atlantic Ocean
Orcinus orca,58.661667,-3.06,2010.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,68.25,0.18,1987.0,,,HumanObservation,
Orcinus orca,-13.51666,-76.655,1998.0,,,HumanObservation,Killer whales off Peru during IMARPE surveys (1995-2003)
Orcinus orca,63.89167,-167.475006,1981.0,,,HumanObservation,"Marine mammal aerial surveys in the Bering, Chukchi and Beaufort Seas 1979-2010"
Orcinus orca,57.17146,-134.790343,2022.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,58.220718,-135.51777,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,69.4422,-12.63195,2025.0,,,HumanObservation,Happywhale - Killer whale in Arctic Ocean
Orcinus orca,57.15622,-134.795,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,56.654417,-2.495433,2015.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,58.53215,-4.4283,2021.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,60.159252,-1.502717,2023.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,-64.82,-63.5,2025.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,33.695907,-118.320848,2014.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,69.33,16.27,2010.0,,,HumanObservation,
Orcinus orca,50.004899,-125.212659,2022.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,38.73333333,-27.96666667,2000.0,,Portugal,HumanObservation,
Orcinus orca,49.4,-124.0,2022.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,60.485,-1.185667,2020.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,48.48109,-123.108788,2021.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,56.416667,-6.366667,2002.0,,,HumanObservation,Hebridean Dolphin and Whale Trust killer whale sightings 1990-2006
Orcinus orca,57.985267,-133.969933,2021.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-63.56762,-56.343133,2020.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,36.781365,-121.889168,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,58.377425,-134.973273,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,60.120667,-1.1885,2019.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,59.717815,-149.523526,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,37.649375,-25.62455833,2013.0,0.0,Portugal,HumanObservation,Whale-Watching cetacean occurrences by Futurismo Azores Adventures from 2008 to 2018 off São Miguel (Azores)
Orcinus orca,59.770276,-149.473734,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,50.556407,-126.768324,2023.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,36.731222,-121.91462,2026.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-77.306788,164.223633,2024.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,62.32,5.05,2003.0,,,HumanObservation,
Orcinus orca,42.968836,144.36921,2016.0,,Japan,HumanObservation,Cetacean Stranding Data in Hokkaido
Orcinus orca,54.683537,-164.805449,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-63.515833,-56.871,2018.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,59.809304,-149.465265,2022.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,57.768313,-149.584243,2013.0,,,HumanObservation,GOALS Vessel Surveys June - July 2013
Orcinus orca,56.948967,-7.341733,2020.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,44.43951,-66.6109,2024.0,,,HumanObservation,Happywhale - Killer whale in North Atlantic Ocean
Orcinus orca,58.37,-134.67,2020.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,69.35,15.13,1998.0,,,HumanObservation,
Orcinus orca,59.126933,-3.339917,2022.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,60.25483,-1.1825,1992.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,62.72,5.83,2003.0,,,HumanObservation,
Orcinus orca,58.660117,-3.17605,2022.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,58.8086,-3.056733,2019.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,-54.5296,158.9537,1995.0,,Australia,HumanObservation,
Orcinus orca,-54.5296,158.9499,1997.0,,Australia,HumanObservation,
Orcinus orca,64.958069,-23.909108,2025.0,,,HumanObservation,Happywhale - Killer whale in North Atlantic Ocean
Orcinus orca,58.372385,-134.871668,2022.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,44.032976,145.234663,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,74.48,31.05,1994.0,,,HumanObservation,
Orcinus orca,58.65,-3.041667,2010.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,58.107862,-135.52476,2022.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-60.86,-61.9,2022.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,65.47,-0.92,1998.0,,,HumanObservation,
Orcinus orca,60.564667,-1.253667,2011.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,58.318983,-134.771143,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,58.292343,-135.801056,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,58.549898,-134.972793,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,58.36145,-134.852908,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,58.64475,-3.024917,2015.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,-54.19,-37.65,2000.0,,,HumanObservation,UK Royal Navy Marine Mammal Observations
Orcinus orca,60.310833,-1.381,2018.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,60.8092,1.7378,2005.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,-0.015,-91.7467,1993.0,,,HumanObservation,Marine mammal sightings off Galápagos
Orcinus orca,-63.599867,-56.475427,2024.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,60.046433,-1.349467,2017.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,60.3495,-1.346167,2021.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,57.919055,-136.616943,2020.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-36.6,136.7,2010.0,341.125,,HumanObservation,
Orcinus orca,58.491682,-134.91367,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,48.392163,-123.38305,2023.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,55.112,-166.8712,2008.0,,,HumanObservation,NMML 2002-2010 Bering Sea Shelf Cetacean Survey
Orcinus orca,49.995756,-125.228285,2023.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,58.6035,-3.5403,2021.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,54.063167,-4.7435,1995.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,58.327283,-135.728188,2023.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,60.2241,-1.5657,2022.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,-63.763474,-59.606962,2025.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,48.35,-123.4,2017.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,60.78717,-0.759,1991.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,48.047621,-122.383944,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,58.217,0.933,1983.0,,,HumanObservation,JNCC seabird distribution and abundance data (all trips) from ESAS database
Orcinus orca,48.360569,-123.445816,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,58.937767,-2.791883,2020.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,-66.573012,-67.350398,2022.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,54.02,-10.3,2009.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,-54.5802,158.9271,1996.0,,Australia,HumanObservation,
Orcinus orca,-64.638513,-62.845917,2017.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,48.76879,-123.344876,2017.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,47.385697,-122.357683,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,62.95,5.33,2002.0,,,HumanObservation,
Orcinus orca,38.23333333,-31.45,2009.0,,Portugal,HumanObservation,
Orcinus orca,34.65,-120.8333,1980.0,,,HumanObservation,MMS High Altitude Survey 1980-1983
Orcinus orca,-64.877609,-63.199148,2024.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,36.770895,-121.855459,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,66.37,3.17,2001.0,,,HumanObservation,
Orcinus orca,36.792415,-121.90419,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-64.901687,-63.290672,2025.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,59.554203,-1.606275,2007.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,60.59406,-1.66114,2023.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,58.42795,-3.067293,2022.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,49.13006,-123.452206,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-64.7964,-63.55052,2026.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,-39.2,148.7,2016.0,436.4,,HumanObservation,
Orcinus orca,-64.984462,-63.356093,2020.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,68.22,15.77,2002.0,,,HumanObservation,
Orcinus orca,62.45,5.95,1984.0,,,HumanObservation,
Orcinus orca,-35.5958,138.0833,2011.0,,Australia,HumanObservation,
Orcinus orca,60.481667,-3.053,2021.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,-63.55,83.39,1998.0,0.0,Antarctica::text,HumanObservation,
Orcinus orca,-64.791037,-63.076432,2025.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,36.803718,-121.805705,2022.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,70.036072,21.540322,2025.0,,,HumanObservation,Happywhale - Killer whale in North Atlantic Ocean
Orcinus orca,58.735433,-2.966967,2019.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,57.5084,-1.784133,2013.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,60.483183,-1.65005,2015.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,68.2,15.42,1982.0,,,HumanObservation,
Orcinus orca,-38.7,77.5,2015.0,176.9722222,,HumanObservation,
Orcinus orca,60.211333,-1.322833,2009.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,72.3,27.2,1997.0,,,HumanObservation,
Orcinus orca,58.600383,-4.002933,2017.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,-34.4454,119.711729,2025.0,,,HumanObservation,Happywhale - Killer whale in Indian Ocean
Orcinus orca,58.837283,-3.0342,2020.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,-64.816667,-62.866667,2017.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,59.372345,-2.449688,2007.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,48.515,-123.155,2015.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,70.034167,21.019012,2022.0,,,HumanObservation,Happywhale - Killer whale in North Atlantic Ocean
Orcinus orca,56.4215,-152.308167,2015.0,,,HumanObservation,"SWFSC Marine Mammal Survey, CLAWS 2015, Cruise 1648"
Orcinus orca,60.305833,-1.377333,2020.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,36.795927,-121.915145,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,60.415667,-1.405,2018.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,58.084258,-135.533219,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,57.517833,-133.0191,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,71.18,26.52,1999.0,,,HumanObservation,
Orcinus orca,58.833,-7.017,1986.0,,,HumanObservation,JNCC seabird distribution and abundance data (all trips) from ESAS database
Orcinus orca,-64.672263,-63.004332,2018.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,-67.190214,-67.701555,2026.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,58.326897,-134.693775,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,59.719802,-149.658744,2020.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,56.743667,-6.194,2011.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,-54.068452,-37.072777,2023.0,,,HumanObservation,Happywhale - Killer whale in South Atlantic Ocean
Orcinus orca,54.7,-5.5,2014.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,33.682251,-118.310944,2017.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-2.12,-108.6,1990.0,,,HumanObservation,"SWFSC Marine Mammal Survey, MOPS 1990, Cruise 1370"
Orcinus orca,44.56442,-1.23492,2015.0,,,HumanObservation,Observatoire Pelagis - Reseau National Echouage (French stranding network) strandings 1934-2020
Orcinus orca,58.325973,-134.64332,2021.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,36.872502,-122.014072,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,58.230489,-134.59214,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,66.8,11.4,2012.0,,,HumanObservation,
Orcinus orca,36.758416,-121.969116,2022.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,60.0,-47.0,1971.0,,,Occurrence,
Orcinus orca,59.851333,-1.262667,2021.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,60.013167,-1.3355,2021.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,22.902793,-109.822133,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,36.801027,-121.810242,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-65.054,-63.378,2022.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,63.382991,-20.665283,2019.0,,,HumanObservation,Happywhale - Killer whale in North Atlantic Ocean
Orcinus orca,58.34392,-7.05924,2025.0,,,HumanObservation,Happywhale - Killer whale in North Atlantic Ocean
Orcinus orca,58.382023,-134.892652,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,60.5715,-0.791167,2009.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,73.07,19.1,1995.0,,,HumanObservation,
Orcinus orca,48.526431,-122.614903,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,14.7333,-61.25,2012.0,,,HumanObservation,Killer whales of the Caribbean Sea 1866-2012
Orcinus orca,37.69009167,-25.622625,2013.0,0.0,Portugal,HumanObservation,Whale-Watching cetacean occurrences by Futurismo Azores Adventures from 2008 to 2018 off São Miguel (Azores)
Orcinus orca,-64.367127,-63.000832,2020.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,57.020819,-135.281868,2019.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,48.914733,-123.383367,2013.0,,Canada,HumanObservation,British Columbia Cetacean Sightings Network Observations
Orcinus orca,36.634634,-121.968887,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,60.833777,-147.622542,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,48.85175,-123.355,2015.0,,Canada,HumanObservation,British Columbia Cetacean Sightings Network Observations
Orcinus orca,-42.531558,173.693115,2025.0,,,HumanObservation,Happywhale - Killer whale in South Pacific Ocean
Orcinus orca,59.633333,-1.533333,1995.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,36.684014,-121.881064,2022.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,71.48,12.83,1997.0,,,HumanObservation,
Orcinus orca,57.7175,-133.70334,1991.0,,,HumanObservation,"NMML Harbor Porpoise Vessel Survey, SE Alaska, Summer 1991"
Orcinus orca,65.08,-1.67,2014.0,,,HumanObservation,
Orcinus orca,60.458667,-1.174,2021.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,58.830333,-3.050833,2010.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,67.6,10.98,1999.0,,,HumanObservation,
Orcinus orca,71.67,21.82,1996.0,,,HumanObservation,
Orcinus orca,60.693,-0.987,2008.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,-64.7289,-63.0595,2018.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,60.1,2.95,2000.0,,,HumanObservation,
Orcinus orca,48.273016,-123.906197,2020.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,57.565033,-133.14905,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-64.70743,-62.905028,2026.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,60.2,2.17,2003.0,,,HumanObservation,
Orcinus orca,48.0378,-124.72845,2020.0,1.0,,MachineObservation,
Orcinus orca,-37.8,77.7,2016.0,406.5294118,,HumanObservation,
Orcinus orca,49.678139,-124.074752,2021.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,73.62,7.7,2003.0,,,HumanObservation,
Orcinus orca,58.471063,-134.873388,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,58.449692,-135.973663,2023.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,51.8592,-11.812,1996.0,,,HumanObservation,European Seabirds At Sea (ESAS)
